date,ticker,strategy,entry_price,entry_rsi,entry_atr,entry_bbw,volume_ratio,exit_type,exit_day,exit_price,exit_pct,highest_high,max_gain_pct,is_winner,min_price,max_price,last_day_close,min_pct,max_pct,last_day_pct
1971-09-24,MMM,bb_squeeze_breakout,1.1808140277862549,70.07330952277866,0.011300743208015853,0.02338427891015554,2.7152396258478775,trailing_stop,5,1.1815974576943127,0.06634659562154273,1.2098493157143524,2.4589213241759804,True,1.1469381563444596,1.2231582896164979,1.17476487159729,-2.868857469901883,3.58602293280919,-0.5122869517654335
1978-05-16,MMM,bb_squeeze_breakout,1.230019211769104,88.3927786605895,0.026714574421354047,0.14477930915002518,1.6995670826772207,trailing_stop,9,1.1827569748251958,-3.842398272457238,1.249543410878581,1.5873084682470826,False,1.1765645137485095,1.3060435206695875,1.2694519758224487,-4.345842529053841,6.180741582982249,3.205865703238052
1978-06-06,MMM,bb_squeeze_breakout,1.289155125617981,80.51301067754666,0.02687188746863905,0.11685653661855001,1.8292574587499124,trailing_stop,8,1.224790678979108,-4.992761953920677,1.2919703976507058,0.2183811689361471,False,1.2018979033263377,1.2919703976507058,1.2328602075576782,-6.768558768271958,0.2183811689361471,-4.366807139157648
1978-08-09,MMM,bb_squeeze_breakout,1.4017447233200073,74.48598998712298,0.02943079780124378,0.09577063780918116,1.6687586685805484,middle_band,15,1.417033052444458,1.0906642893037355,1.4861866904171295,6.024061706265807,True,1.3510793885531474,1.4861866904171295,1.4466495513916016,-3.61444804635041,6.024061706265807,3.2034954242765368
1987-01-05,MMM,bb_squeeze_breakout,3.9327073097229004,75.43471027701275,0.055910644021349445,0.044332926159353254,1.611884008733319,middle_band,6,3.886281359195709,-1.180508664156411,3.9946067095147297,1.5739640638598857,False,3.879057364407564,4.613602759813331,4.299981117248535,-1.364198784453056,17.313656889925184,9.338956057513291
1992-05-12,MMM,bb_squeeze_breakout,7.641573905944824,77.02369679978307,0.10552551633904457,0.05573546192691035,1.736191318472611,period_end,20,7.517463207244873,-1.6241509959538343,7.666812748917866,0.33028330660267124,False,7.407934665679932,7.666812748917866,7.517463207244873,-3.0574753727518234,0.33028330660267124,-1.6241509959538343
1993-12-13,MMM,bb_squeeze_breakout,9.253875732421875,76.5264115802199,0.10785536058374781,0.040557538163481476,1.3680852294003403,trailing_stop,6,9.20331783747735,-0.5463429205926171,9.47295623893672,2.367445952913263,False,8.763527549610421,9.47295623893672,9.1599760055542,-5.298841231393137,2.367445952913263,-1.0147070220393033
2002-11-21,MMM,bb_squeeze_breakout,28.685321807861328,67.20865772553648,0.5338631032553842,0.04779911192083371,1.3451659764782624,trailing_stop,3,27.475485388370117,-4.217614944656644,28.810143146508576,0.43514010225620015,False,26.276248424325413,28.810143146508576,27.185115814208984,-8.398279090861372,0.43514010225620015,-5.229873325810855
2006-01-03,MMM,bb_squeeze_breakout,36.75307846069336,62.48312794969354,0.6848663657734451,0.03123846674451188,1.322588621434886,trailing_stop,12,35.37539348812349,-3.748488644409125,37.087559402557105,0.9100759878426663,False,33.43132074186401,37.087559402557105,34.00275421142578,-9.038039418607875,0.9100759878426663,-7.4832486541474115
2014-09-17,MMM,bb_squeeze_breakout,84.70504760742188,68.49395207987331,0.6977923421563903,0.011846338429633152,1.5181478410122946,trailing_stop,4,84.41728308755152,-0.3397253504939137,86.1617639429425,1.7197515102901457,False,76.09877621281731,86.1617639429425,78.20809936523438,-10.160281633382235,1.7197515102901457,-7.670083927345832
2014-12-03,MMM,bb_squeeze_breakout,95.05408477783203,71.26747035312258,1.117488632570431,0.048471631264010814,1.3244545556891043,middle_band,4,93.37144050598144,-1.7701966998929102,95.44071786851602,0.4067506321139759,False,91.14671638853615,98.51037798314334,96.10858154296875,-4.1106790922541565,3.6361332744296417,1.1093650184538335
2020-09-02,MMM,bb_squeeze_breakout,116.87015533447266,75.17672657356991,2.1837842571650743,0.07573187845406225,1.6556452554551628,trailing_stop,3,112.03811103769476,-4.134540835467349,117.49757168060745,0.5368490735202504,False,108.74144709790592,119.41425969024031,109.47917175292969,-6.955332790739475,2.1768640150144773,-6.324098364026804
2021-04-21,MMM,bb_squeeze_breakout,140.84776306152344,79.45981486675046,1.7590377699436388,0.05084979532160281,1.341692762279856,trailing_stop,4,138.04880901420609,-1.9872193824581694,142.4464034390652,1.1350129691754185,False,132.25865075764378,146.5060560650926,142.0537567138672,-6.098153152867516,4.0173112306352845,0.8562391238098417
2025-09-11,MMM,bb_squeeze_breakout,158.78770446777344,67.00928846934093,3.437726277929546,0.053722534112685176,1.3749839166237778,trailing_stop,10,152.8121467826673,-3.763237024639336,161.40646247749117,1.649219641089543,False,150.72235719715277,161.40646247749117,152.2259063720703,-5.079327330572724,1.649219641089543,-4.132434635097875
1985-05-09,AOS,bb_squeeze_breakout,0.38746219873428345,81.85757998828683,0.006883777873037742,0.09846832088185742,1.7119565217391304,trailing_stop,9,0.38399234502473845,-0.8955334793639009,0.4012017897073328,3.5460468190012424,False,0.3627306129792487,0.4012017897073328,0.3792181611061096,-6.382967379998624,3.5460468190012424,-2.1277011422287115
1985-11-08,AOS,bb_squeeze_breakout,0.4451692998409271,75.35639728726568,0.005719832609830198,0.07000331253043278,2.0727272727272728,trailing_stop,1,0.45010562730148956,1.1088652030421557,0.46440520882606506,4.321032243690554,True,0.4396735690905983,0.5550875415250373,0.5083722472190857,-1.2345259999493736,24.69133467276098,14.197508094278504
1996-11-06,AOS,bb_squeeze_breakout,1.7850948572158813,72.36331564596956,0.03386704782752084,0.06590495117996673,2.39850136239782,trailing_stop,20,2.0870615430119623,16.916002226741192,2.1717291625807644,21.659034185325943,True,1.7768687965471357,2.1717291625807644,2.0730140209198,-0.46081924641110694,21.659034185325943,16.129068017873898
1999-09-29,AOS,bb_squeeze_breakout,3.1438307762145996,85.88189283675871,0.04341133105136459,0.05962060158000761,1.3060109289617485,trailing_stop,4,3.1197443488394843,-0.7661489784166168,3.2282726764678955,2.685955646600358,False,2.448811591917467,3.28023613581598,2.5720293521881104,-22.107398068479565,4.338826397189944,-18.18804715421037
1999-09-30,AOS,bb_squeeze_breakout,3.1438307762145996,85.8818928367587,0.04801598193483154,0.06066751928611974,2.4462234597981203,trailing_stop,7,3.160196180978901,0.5205561599599432,3.28023613581598,4.338826397189944,True,2.448811591917467,3.28023613581598,2.598140001296997,-22.107398068479565,4.338826397189944,-17.357511067267232
2002-07-12,AOS,bb_squeeze_breakout,3.594278335571289,68.1023074072476,0.1730006149405588,0.1764941863053518,3.2327286761868006,trailing_stop,7,3.161776798219892,-12.033056346000912,3.594278335571289,0.0,False,3.068269786172543,3.577479632498931,3.3191771507263184,-14.634608126839463,-0.46737346148481146,-7.653864257600546
2003-05-12,AOS,bb_squeeze_breakout,3.6488466262817383,77.01342969802971,0.11684174777494724,0.12454145022408311,1.3220704045231204,middle_band,19,3.5994624972343443,-1.353417507101897,3.7037158030543673,1.5037402881617428,False,3.452227523349007,3.7037158030543673,3.6579904556274414,-5.388527473764795,1.5037402881617428,0.2505950587191686
2005-04-11,AOS,bb_squeeze_breakout,3.4821629524230957,69.00886414084643,0.0627634712174184,0.035261111798959646,1.6307286972197184,trailing_stop,4,3.494797505598627,0.3628363562578122,3.6517061836421734,4.8689057214022515,True,3.3197343402596604,3.728772760790427,3.399339199066162,-4.664589635312955,7.082086959650334,-2.378514575238356
2005-05-18,AOS,bb_squeeze_breakout,3.634227752685547,70.73656139027423,0.1024510092042667,0.09846489802831228,1.4938382927562368,period_end,20,3.897732973098755,7.250652362623349,3.9036952244749448,7.414710638051574,True,3.551956393484037,3.9036952244749448,3.897732973098755,-2.2637920570804804,7.414710638051574,7.250652362623349
2008-08-11,AOS,bb_squeeze_breakout,5.484890937805176,78.95551645726479,0.19817650535014192,0.24320779630976447,1.368167394364517,trailing_stop,6,5.004650319251116,-8.75570041409487,5.500091582626471,0.2771366831840378,False,4.9414691454136985,5.500091582626471,5.180878639221191,-9.90761345218164,0.2771366831840378,-5.542722763884845
2014-11-21,AOS,bb_squeeze_breakout,22.93653106689453,74.06706839872588,0.3568939960388925,0.05454442477954478,1.4124101843174008,middle_band,5,22.474494075775148,-2.0144153000811222,23.09578889876342,0.6943414041313057,False,22.073218733101957,23.204743436275173,23.196361541748047,-3.7639184900049574,1.1693676284281993,1.132823765266502
2015-04-24,AOS,bb_squeeze_breakout,27.994245529174805,67.94924061898496,0.5131396111567559,0.03261848683100662,2.4477888877435316,trailing_stop,4,26.917379937796913,-3.8467391102061086,28.2002289656888,0.7358063509849774,False,26.822793745506285,29.81622392763208,29.639148712158203,-4.184616379275755,6.508403295093135,5.875861813347058
2015-06-11,AOS,bb_squeeze_breakout,30.7521915435791,71.25994706173509,0.4979532845350256,0.05326760228656612,1.4359031185689408,middle_band,12,30.57659339904785,-0.5710101807944611,31.36775258690724,2.0016818718621208,False,27.19802440219124,31.36775258690724,27.97800064086914,-11.557443430824211,2.0016818718621208,-9.021116100875737
2017-11-21,AOS,bb_squeeze_breakout,52.67043685913086,70.7538271839057,0.7888507365896794,0.038085426234174706,2.2900259372789438,trailing_stop,10,53.23779576224069,1.0771866286722682,55.20992260371489,4.821463226849591,True,52.02906977032419,55.20992260371489,53.28581237792969,-1.2176984415793415,4.821463226849591,1.1683508918763554
1982-11-03,ABT,bb_squeeze_breakout,0.39711686968803406,72.15338344538449,0.011694618940296655,0.07243453388138422,1.4943126900542667,trailing_stop,5,0.3855865297749572,-2.9035129940802586,0.4148230771256989,4.4586893152069855,False,0.3465286062982105,0.4148230771256989,0.3895288109779358,-12.738885514877413,4.4586893152069855,-1.9107872994817046
1985-12-10,ABT,bb_squeeze_breakout,0.6915214657783508,65.63759877053413,0.013003710709351845,0.04145183953745463,1.7646406337712386,trailing_stop,3,0.725845881720842,4.963608165634721,0.7583551584942216,9.66473146869639,True,0.6901577684192732,0.7856341760652296,0.7212045192718506,-0.1972024624778164,13.60951394053241,4.292426911157358
1991-02-11,ABT,bb_squeeze_breakout,2.2755167484283447,77.40289379684882,0.06267249716181018,0.14529374318389973,1.4029330185683633,middle_band,13,2.2251521825790403,-2.21332433101581,2.324061542291093,2.133352518555492,False,2.1844958403630548,2.36046920016288,2.2755167484283447,-4.000010464794703,3.7333257069283485,0.0
1996-04-08,ABT,bb_squeeze_breakout,4.681059837341309,72.3509066068988,0.11120036076429297,0.07207902158071813,1.7278082906159766,trailing_stop,3,4.403062432706126,-5.938770583908534,4.681063334616859,7.47111908749395e-05,False,4.2580816194792455,4.681063334616859,4.326320648193359,-9.035949818199743,7.47111908749395e-05,-7.578181041783684
1998-05-15,ABT,bb_squeeze_breakout,8.464227676391602,64.12255050671394,0.19210167168025177,0.05827295418276543,1.4775504695933013,middle_band,7,8.347321557998658,-1.381178801688166,8.720072559684446,3.022660697164924,False,8.087568139371363,8.897747630407213,8.769824028015137,-4.450016604241587,5.1217898500625685,3.6104457879353076
1998-06-12,ABT,bb_squeeze_breakout,8.727177619934082,70.32231415707153,0.21928259746020282,0.05568414686221384,1.3309799794027415,period_end,20,10.169100761413574,16.522216050535516,10.169100761413574,16.522216050535516,True,8.58504710170196,10.169100761413574,10.169100761413574,-1.6285966027261345,16.522216050535516,16.522216050535516
2001-06-21,ABT,bb_squeeze_breakout,12.6536283493042,73.09056468099875,0.2764498768806026,0.05560219073586049,1.7316012038920694,trailing_stop,4,11.962503657102692,-5.461869695576374,12.6536283493042,0.0,False,11.12564253049827,12.629754472566267,12.53611946105957,-12.07547571831403,-0.18867218223020474,-0.928657654554004
2002-01-17,ABT,bb_squeeze_breakout,13.871691703796387,76.66014394144739,0.25691294524553626,0.05162036369832215,1.5819088511155919,middle_band,7,13.574116802215576,-2.1451954666738375,13.987691512767531,0.8362340473541379,False,13.144273978057102,14.009435655237167,13.85719108581543,-5.243900609038232,0.9929859629383428,-0.10453388303741296
2005-06-17,ABT,bb_squeeze_breakout,14.80651569366455,76.17653048795844,0.18145493001228796,0.03116161992252266,1.7123389966802138,middle_band,5,14.631423473358154,-1.182534932113133,14.92932345292005,0.8294170066496234,False,13.975764846164358,14.977254191725118,13.978775024414062,-5.610711288785224,1.1531308350527267,-5.590381196871753
2007-02-22,ABT,bb_squeeze_breakout,16.7918758392334,76.09433176166073,0.1890537568890046,0.024416872396280476,1.5893880980845092,trailing_stop,3,16.720087677747884,-0.427517224238789,17.192722069970394,2.3871438460760745,False,16.400417887968985,17.2428370908693,17.067461013793945,-2.3312341933221745,2.6855918656940863,1.6411815880430436
