date,ticker,strategy,entry_price,entry_rsi,exit_type,exit_day,exit_price,exit_pct,is_winner,min_price,max_price,last_day_close,min_pct,max_pct,last_day_pct
1963-06-11,MMM,rsi_mean_reversion,0.4875766932964325,28.563198132832085,period_end,10,0.4950447380542755,1.5316656559920232,True,0.47904164378676606,0.4950454338657389,0.4950447380542755,-1.7505039980402375,1.5318083640978368,1.5316656559920232
1963-06-13,MMM,rsi_mean_reversion,0.48224201798439026,27.053946124764618,period_end,10,0.48224201798439026,0.0,False,0.4790414124154661,0.4950447380542755,0.48224201798439026,-0.6636928035225155,2.6548329661103205,0.0
1963-06-17,MMM,rsi_mean_reversion,0.4811754524707794,28.30931966472968,period_end,10,0.4801085591316223,-0.22172646872959384,False,0.4790414124154661,0.4950447380542755,0.4801085591316223,-0.44350559538215595,2.882375963337062,-0.22172646872959384
1966-03-02,MMM,rsi_mean_reversion,0.5715725421905518,27.908221604550057,stop_loss,1,0.5544253659248352,-3.0,False,0.5447804432494939,0.5961327875329798,0.5816195607185364,-4.687436320572208,4.296960320784642,1.7577853704237472
1966-03-07,MMM,rsi_mean_reversion,0.5626421570777893,28.393994877543772,take_profit,4,0.5907742649316788,5.0,True,0.5592932807738595,0.6050632614232822,0.6005980372428894,-0.5952053648668856,7.539624219737914,6.746007153504572
1968-07-30,MMM,rsi_mean_reversion,0.9216033816337585,29.72136343992654,take_profit,9,0.9676835507154465,5.0,True,0.9112092402742742,0.9758824347722228,0.9562491178512573,-1.1278323806774988,5.889632592519559,3.7592891810011664
1968-08-05,MMM,rsi_mean_reversion,0.9169837832450867,29.328190581788306,take_profit,6,0.962832972407341,5.0,True,0.9112092402742742,0.9862718582153321,0.986271858215332,-0.6297322893080094,7.556085095097751,7.556085095097741
1969-01-02,MMM,rsi_mean_reversion,0.9549793004989624,27.245752655283205,stop_loss,7,0.9263299214839935,-3.0,False,0.9144160159938024,0.9769999568886815,0.9515029191970825,-4.24755641132392,2.3058778738150236,-0.36402687472529777
1975-07-15,MMM,rsi_mean_reversion,1.2449899911880493,29.658992374261707,stop_loss,5,1.2076402914524078,-3.0,False,1.1575313780559071,1.2655687916495695,1.1678204536437988,-7.024844677561109,1.6529289879577709,-6.198406259524252
1975-07-21,MMM,rsi_mean_reversion,1.229555606842041,29.329138454606312,stop_loss,2,1.1926689386367797,-3.0,False,1.1575313780559071,1.2295563063204487,1.172966480255127,-5.857744731945803,5.688871684593861e-05,-4.602404825940009
1976-05-05,MMM,rsi_mean_reversion,1.2358286380767822,29.081443004538098,stop_loss,7,1.1987537789344787,-3.0,False,1.1804543869907966,1.2593931793748574,1.2094382047653198,-4.480738621833521,1.9067806467688526,-2.1354443891615627
1976-05-13,MMM,rsi_mean_reversion,1.214882254600525,27.564889547843737,stop_loss,9,1.178435786962509,-3.0,False,1.172548952879493,1.2384233474731445,1.1857236623764038,-3.4845600518670707,1.9377262926900156,-2.400116728489788
1976-10-11,MMM,rsi_mean_reversion,1.2826673984527588,28.62114156944732,period_end,10,1.269417643547058,-1.0329844604831653,False,1.2641172635752327,1.3065185484357467,1.269417643547058,-1.4462155115116004,1.8594960791674258,-1.0329844604831653
1979-02-07,MMM,rsi_mean_reversion,1.3616979122161865,29.922796846283834,period_end,10,1.3582884073257446,-0.25038629051673195,False,1.3525084548608473,1.3842987180982005,1.3582884073257446,-0.6748528636856961,1.659751820081061,-0.25038629051673195
1983-08-01,MMM,rsi_mean_reversion,2.2691707611083984,29.675158165585135,stop_loss,5,2.2010956382751465,-3.0,False,2.179692531657744,2.297805074132051,2.2643351554870605,-3.9432126918006003,1.2618844519954018,-0.21310012028252523
1983-08-03,MMM,rsi_mean_reversion,2.2584333419799805,29.471710012309266,stop_loss,3,2.190680341720581,-3.0,False,2.179692531657744,2.293272352721267,2.253484010696411,-3.486523549692381,1.5426185087554023,-0.21914887597391874
1986-09-19,MMM,rsi_mean_reversion,3.3112447261810303,27.391065364754116,period_end,10,3.2907817363739014,-0.6179848213976489,False,3.2457557597561544,3.4217559535425535,3.2907817363739014,-1.977774880457311,3.337452725488505,-0.6179848213976489
1989-10-13,MMM,rsi_mean_reversion,5.166976451873779,23.882847166537577,stop_loss,1,5.011967158317566,-3.0,False,4.895982681164873,5.392805850870891,5.13987922668457,-5.244726257860759,4.370629537419624,-0.5244309789602836
1990-08-06,MMM,rsi_mean_reversion,6.0765886306762695,27.33675926713702,period_end,10,6.121566295623779,0.7401795263949628,True,6.011654022253582,6.317804622145177,6.121566295623779,-1.068603000289996,3.9695955433149375,0.7401795263949628
1993-06-10,MMM,rsi_mean_reversion,8.689613342285156,28.43609248375942,period_end,10,8.884772300720215,2.2458877138454647,True,8.792327880859375,8.99776024931569,8.884772300720215,1.1820380784308562,3.5461521116369723,2.2458877138454647
2007-10-19,MMM,rsi_mean_reversion,41.92953109741211,28.55764668147093,stop_loss,9,40.671645164489746,-3.0,False,40.24982152778783,42.14249203214227,41.09209060668945,-4.006029940382402,0.5079020183540912,-1.9972569900128052
